Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,favorites,user profile clicks,url clicks,hashtag clicks
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@WSJ It must raise concerns over #Iran's policy in Arab world and globally. Deal is unclear, ambiguous. Consequently, it's harmful for #USA.",2016-01-19 4:21:38,453,13,1,118,0,9,5,10,
6.54E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TeamYanezUSA: #EduardoYañez @LaloYanezLue es #SantiagoGuzman en #Ladrones @LadronesMovie Ahora en cines #USA @PantelionFilms http://t.c…,2016-01-16 17:51:56,4083,48,0,499,0,4,0,16,
6.54E+17,"<a href=""http://voteforclintons.com/"" rel=""nofollow"">voteforclintons</a>",#MyGovHillary #HillaryClinton to want Strong Families #USA in #California Shafter - http://t.co/RXW5gdZVZw http://t.co/ETE9sM8mVQ,2016-02-17 11:16:59,494,47,1,66,2,6,2,0,
6.54E+17,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","<U+0627><U+0644><U+0635><U+062D><U+0641><U+064A> <U+0645><U+062D><U+0645><U+062F> <U+0627><U+0644><U+0639><U+0628><U+0633><U+064A> <U+064A><U+0643><U+062A><U+0628>: <U+0639><U+0646> <U+0627><U+0644><U+0637><U+0641><U+0644> <U+0627><U+0644><U+064A><U+0645><U+0646><U+064A> <U+0627><U+0644><U+0630><U+064A> <U+0645><U+0646><U+062D><U+062A><U+0647>
#<U+062A><U+0639><U+0632> #<U+0639><U+062F><U+0646> #<U+0627><U+0628> #<U+0635><U+0646><U+0639><U+0627><U+0621> #un #Breaking #news #usa #uk #<U+0627><U+0644><U+064A><U+0645><U+0646>... http://t.co/T50EUsn0qb",2016-10-17 20:38:37,4417,19,0,414,2,4,2,7,
6.54E+17,"<a href=""http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>","Panoramix Radio Station #USA #France
 Amersy Paradox   http://t.co/npNpfFePC2
http://t.co/DtWwYfxYTo",2016-05-06 20:27:54,1058,29,0,237,1,5,1,7,
6.54E+17,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",#CareerArc #CustomerService #Job alert: Customer Service Representative | TD Bank Canada | #USA http://t.co/aQBpUVgJqY #Jobs #Hiring,2016-04-17 21:4:56,664,45,0,397,1,5,3,14,
6.54E+17,"<a href=""http://www.mba-exchange.com"" rel=""nofollow"">Mba Jobs in West South Central</a>","Director of Facilities and Operations: Spectrum of Hope, LLC, Houston, TX. http://t.co/YcBuhHqtEw #MBA #jobs #USA",2016-09-14 3:53:9,4913,17,0,486,1,3,4,11,
6.54E+17,"<a href=""http://www.mba-exchange.com"" rel=""nofollow"">Mba Jobs in East North Central</a>","Cloud Technical Account #manager: Amazon Web #services, Inc., Illinois. http://t.co/7loSrWp1nm #MBA #jobs #USA",2016-05-31 6:31:8,4854,26,0,259,1,4,2,1,
6.54E+17,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Sanja Zugic on Instagram: “In love with the ocean <U+2764><U+FE0F> #atlanticocean #northcarolina #usa <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><U+2600><U+FE0F>” http://t.co/rXmxatRtv1,2016-09-20 6:33:44,545,49,1,431,2,6,5,3,
6.54E+17,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",For Sale: Harley-Davidson : Softail Silver &amp;… http://t.co/BP8SJe74BA #usa #harleydavidson #harley #motorcycles http://t.co/AveujAWuxt,2016-06-21 14:25:17,4864,3,0,329,0,9,1,14,
6.54E+17,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",This #Healthcare #job might be a great fit for you: Occupational Therapist - OT - Auburn - NY - http://t.co/40dpUG6zBO #USA #Hiring,2016-08-12 7:6:23,3204,37,1,129,1,4,1,15,
6.54E+17,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",For Sale: Harley-Davidson : Other 2009 harley… http://t.co/RwUaGl95LG #usa #harleydavidson #harley #motorcycles http://t.co/5jNHryEfO8,2016-11-11 22:22:12,3778,3,1,29,0,2,5,16,
6.54E+17,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",For Sale: Harley-Davidson : Touring 2008 harley… http://t.co/CNe30OLhNM #usa #harleydavidson #harley #motorcycles http://t.co/rE55y0UjA9,2016-02-27 23:59:37,529,9,0,364,1,9,1,7,
6.54E+17,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",For Sale: QTY-1 EACH (1874) (1875) (1879) KEY DATE… http://t.co/20ZDodOFDR #usa #coincollecting #american #coins http://t.co/t0WEvna0wS,2016-01-19 17:33:59,4099,21,0,136,0,2,5,10,
6.54E+17,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",For Sale: DJI Phantom 2 VERSION 3 RTF UAV… http://t.co/1qI4Iaphdf #usa #drone #drones #uav #uavs #aviation http://t.co/orc4Y6m066,2016-07-10 16:20:52,2016,30,1,394,2,1,2,14,
6.54E+17,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","For Sale: LEGO custom winter forest tree, 14 dark green leaves white plates… http://t.co/AjkLU9zevP #usa #lego #legoclub #legos #legobricks",2016-11-04 23:4:53,3521,30,0,51,2,9,2,12,
6.54E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#EEUU establece bases secretas en la Amazonía http://t.co/v8Iy8evKaf #USA #Peru,2016-04-22 18:52:40,3587,41,2,57,0,5,5,12,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",See our latest #USA #job and click to apply: HR Consultant 3 - http://t.co/IuOPkK5Ork #HR #Hiring #CareerArc via tmj_usa_hr,2016-07-28 7:42:35,4506,22,2,319,0,8,2,10,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",Worlds Cheapest Flights: http://t.co/7GLAWdIdu1 Minnie Mouse had fun in Disney's world <ed><U+00A0><U+00BC><ed><U+00BE><U+0080> #Orlando #Florida #Usa #… http://t.co/j1iErz5Cgv,2016-01-12 9:32:28,4228,38,1,432,0,2,2,8,
6.54E+17,"<a href=""http://www.f2fh.000space.com/twitter/"" rel=""nofollow""><U+062A><U+0648><U+064A><U+062A><U+0631>1</a>","The #Quran &amp; #science | #Expansion of the #universe|

http://t.co/7eGEBXz4Fn

#Islam #Europe #Africa #UK #USA #News #Russia #Australia #Asia",2016-10-01 7:10:25,972,47,1,171,0,3,3,13,
6.54E+17,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",Join the TD Bank US team! See our latest #BusinessMgmt #job opening here: http://t.co/pmNl1miSP8 #USA #Hiring #CareerArc,2016-08-19 1:43:53,2005,44,2,127,1,10,0,3,
6.54E+17,"<a href=""http://www.mba-exchange.com"" rel=""nofollow"">Mba Jobs in Mountain</a>","Digital #marketing Specialist: The Creative Group, Scottsdale, AZ. http://t.co/IIwMopoSxE #MBA #jobs #USA",2016-02-06 23:27:16,1880,0,1,341,1,0,4,16,
6.54E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Socialism4Jobs: .@foreignoffice @PHammondMP please use your influence &amp; pressure #Turkey &amp; #USA &amp; help get justice for #SerenaShim than…,2016-08-16 7:0:4,4806,21,2,448,2,6,1,12,
6.54E+17,"<a href=""http://www.mba-exchange.com"" rel=""nofollow"">Mba Jobs in Mid-Atlantic</a>","Ad #sales Account Executive: Comcast, Wyomissing, PA. http://t.co/7iaoczXYYA #MBA #jobs #USA",2016-11-12 14:18:11,2501,47,2,107,1,8,0,1,
6.54E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @BhattNaturally1: @TheBoodge66 @popstherock33 @marylene58 @stevej132 @ThePatriot143 @redlinepatriot @MikeWalters19 More CAIR #tcot #USA …,2016-11-09 5:46:33,620,33,1,116,2,6,0,6,
6.54E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @OraliaSotoRoman: #Autumn #Arboretum #Dallas #usa http://t.co/EqpXogBpx9,2016-08-31 18:18:10,3006,36,0,52,1,7,6,10,
6.54E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The entire city of new york is eating sweet corn on the cob. Weird day but I love how we honor Columbus. #Italy <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9> #USA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> #NYC #streetfair,2016-08-12 1:7:19,1605,4,0,33,1,2,3,2,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter for Google TV</a>",RT @FunFactsNews: Trump Get Ready My Friend... #DonaldTrump #trump #elchapo #MexicanVines #usa #justdoit #doitforthevine #funny http://t.co…,2016-08-24 9:39:13,1265,2,0,169,0,2,6,4,
6.54E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @BhattNaturally1: @TheBoodge66 @popstherock33 @marylene58 @stevej132 @ThePatriot143 @redlinepatriot @MikeWalters19  #USA Cair 2 - whoa h…,2016-02-13 16:25:56,1659,8,1,101,1,9,0,1,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/RyES1kMJSg Kenneth Cole New York Unisex KC7096 Round Metal Frame Sunglasses http://t.co/3a2y3cMnWM,2016-07-10 5:18:40,2333,42,2,209,0,4,0,5,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/SMEUpMMH26 PUMA Cat Leap Stetch Fit http://t.co/7ThLVfeyLc,2016-11-09 8:42:53,2528,36,1,192,2,0,4,10,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/J3klac1SIl Caterpillar CAT - Brent Jr. Backpack CAT - Style 82931 http://t.co/8DhmH1a57i,2016-01-03 3:32:34,2037,1,1,398,1,1,6,8,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/2hEpwyiQpO Mens Button Hole Classic Solid Elastic Suspenders Y-Shape Adjustable Brac… http://t.co/KQdalSE3Gh,2016-02-21 1:1:7,2774,7,1,406,0,0,1,8,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/ZCgPG7FIE0 NEW Electric Mayday Gloss Black Gray Womens Oversize Wrap Sunglasses Msrp… http://t.co/HvUaOWW1rH,2016-06-22 19:23:58,920,12,2,194,1,10,4,0,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/YRvhd331bz HomieGear Brand Cap Carrier Case for 12 Caps / Hats - Custom Elephant Pri… http://t.co/m0lxRkjy1r,2016-02-06 11:39:21,1700,35,2,200,2,5,2,15,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/U8cLjZLyAQ NEW Electric Hightone Womens Fashion Designer Oversize Sunglasses Msrp$110 http://t.co/62gtW6k5FN,2016-05-25 4:11:8,1560,0,1,211,1,2,2,3,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/PmRN8INoFZ Alpinestars Advocate EVA Men's Flip Flop Sandals http://t.co/eIiJ3p3vLY,2016-07-10 19:37:59,1917,47,2,444,2,9,0,0,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",#USA HOT DEALS : http://t.co/duXaMGEGhI Kley-Zion Wallet http://t.co/kdDf58Af8T,2016-11-08 12:28:19,3559,35,0,168,2,10,6,5,
6.54E+17,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","#USA HOT DEALS : http://t.co/kUNVcXl1CV New Authentic Gucci Mens Leather Cork Oxford Dress Shoe, Black, 278957 10… http://t.co/2q31Xic2Dv",2016-06-05 12:47:26,1025,50,0,157,0,9,5,8,
6.54E+17,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @OraliaSotoRoman: #Autumn #Arboretum #Dallas #usa http://t.co/EqpXogBpx9,2016-10-20 15:41:17,3643,33,0,222,0,4,2,12,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Video of the Day - The war on Cuba's women - http://t.co/sM6JpVK17X  #Habana #Cuba  #USA,2016-11-25 9:14:10,1610,17,2,191,1,2,6,9,
6.54E+17,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>",#Autumn #Arboretum #Dallas #usa http://t.co/EqpXogBpx9,2016-10-10 9:34:9,3318,41,0,255,2,2,6,12,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#usa #AOU #BigBillionDaysTomorrow #IsraelKillsThekids https://t.co/tjqMFFaixo,2016-09-23 16:3:48,4915,18,2,352,0,6,1,4,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#SonHouse ~ 'Pony #Blues' (http://t.co/mOVmVmsPIo) #Chicago #Illinois #Memphis #Tennessee #Tupelo #Mississippi ""#Beadles is my Name."" #USA",2016-09-23 16:2:38,4760,24,0,113,0,10,3,4,
6.54E+17,"<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","<U+591A><U+56FD><U+7C4D><U+5916><U+4EBA><U+6687><U+6F70><U+3057>
<U+30DE><U+30B8><U+6687>1000%<U+25CB><U+25CB><U+25CB><U+25CB> http://t.co/ibeltbEVOT #<U+5916><U+4EBA> #<U+6D77><U+5916> #USA #<U+30D1><U+30EA><U+30D4> #<U+6687> #<U+6B4C><U+821E><U+4F0E><U+753A>",2016-06-23 10:11:53,3401,0,1,319,0,3,4,6,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","When you come too understand the voices of musical instruments, your entire world will be changed &amp; you'll have a better appreciation. #USA",2016-03-20 1:27:48,4989,49,2,296,2,4,4,9,
6.54E+17,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @FunFactsNews: Trump Get Ready My Friend... #DonaldTrump #trump #elchapo #MexicanVines #usa #justdoit #doitforthevine #funny http://t.co…,2016-11-05 5:18:39,3438,23,0,79,0,10,0,3,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @OdiseoCubano: #Pinochet cometió actos de #terrorismo de Estado contra #USA pero Reagan puso en la lista de terroristas a #Cuba! https:/…,2016-06-07 11:27:32,528,22,2,75,0,6,3,16,
6.54E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @OneLadyLibra: What next for these innocent souls? Can #Saudi &amp; it's Coalition AND their enablers answer these #YemenChildren? #USA http…,2016-11-20 5:12:17,3634,38,1,432,2,7,6,14,
6.54E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bataleh: Did you hear of  #ahmedmansrahexecution by the #nazi #Israel #UK #USA #Netherlands #Sweden #Denmark #Australia  #Indonesia #fr…,2016-02-19 4:49:19,829,10,2,315,2,8,3,13,
6.54E+17,"<a href=""http://www.DynamicTweets.com"" rel=""nofollow"">Dynamic Tweets</a>","Big Mac Pizza http://t.co/96e5wogweQ
#food  #cooking #recipes #delicious #foodrecipes #canada #Usa #deliciousfood
http://t.co/UhBLnrwLtj",2016-07-09 3:21:58,514,13,2,259,2,3,5,11,
